ts,vibration,temperature,pressure,vibration_alarm
2025-08-29 15:49:24.588316+00:00,2.334288551152124,60.500422355455754,1.0127383672353876,False
2025-08-29 15:49:26.604699+00:00,2.5027198124717875,60.18954279722724,1.037032208690319,False
2025-08-29 15:49:28.613958+00:00,2.470244667602991,60.73214492363688,1.024866685161898,False
2025-08-29 15:49:30.621635+00:00,2.5572427131807345,60.35362978108959,1.0492613348472561,False
2025-08-29 15:49:32.629627+00:00,2.434464822360601,60.82202385267788,1.046686128446333,False
2025-08-29 15:49:34.634598+00:00,2.3073036333988735,60.62902196842111,1.047437117142676,False
2025-08-29 15:49:36.639547+00:00,2.1219333850580475,60.856590909089306,1.0582809225693162,False
2025-08-29 15:49:38.647658+00:00,2.022836270568099,61.05004303740899,1.073569141472075,False
2025-08-29 15:49:40.653945+00:00,1.8820519137794722,61.111636852982656,1.075065063438534,False
2025-08-29 15:49:42.661601+00:00,1.7379650584732484,61.273876835133954,1.08442012622639,False
2025-08-29 15:49:44.666554+00:00,1.6275206366735977,61.388824290514656,1.0717690897568688,False
2025-08-29 15:49:46.674653+00:00,1.4674981451426323,61.64024221891988,1.0844596936811044,False
2025-08-29 15:49:48.682260+00:00,1.4420821830243122,61.48680196725276,1.0912262023335046,False
2025-08-29 15:49:50.690650+00:00,1.6058823750306965,61.60465757389984,1.0944283672271202,False
2025-08-29 15:49:52.698255+00:00,1.5718030878479083,61.77292783341702,1.0961926505999542,False
2025-08-29 15:49:54.704539+00:00,1.6636317967287162,61.58818545725738,1.08779128604616,False
2025-08-29 15:49:56.710885+00:00,1.727147731052068,61.78934223254426,1.1068955167739174,False
2025-08-29 15:49:58.716274+00:00,1.946943769674823,62.142983923117285,1.0939564002645366,False
2025-08-29 15:50:00.721039+00:00,2.0890532852215093,62.257172692685735,1.0946678221410207,False
2025-08-29 15:50:02.725880+00:00,2.269568936535768,62.127374681387465,1.0975058897796282,False
2025-08-29 15:50:04.731928+00:00,2.2968017844920494,62.28352355271917,1.1015359511692253,False
2025-08-29 15:50:06.738063+00:00,2.3928200860197006,62.19963608331134,1.095331572004836,False
2025-08-29 15:50:08.741985+00:00,2.4521658360426657,62.70525548210213,1.0912619910390216,False
2025-08-29 15:50:10.748275+00:00,7.579719731047131,62.36472972557699,1.0959178259544249,True
2025-08-29 15:50:12.754313+00:00,2.40657930058781,62.461292949510785,1.0852494888070985,False
2025-08-29 15:50:14.760220+00:00,2.3082495923777566,62.93162165403215,1.0998251707482543,False
2025-08-29 15:50:16.766655+00:00,2.153363649580959,62.82842874011835,1.0920653383815915,False
2025-08-29 15:50:18.773380+00:00,1.9659176845592574,63.11985487397887,1.0796737448364693,False
2025-08-29 15:50:20.781567+00:00,1.8330512510030024,63.06672353469807,1.0728553599613184,False
2025-08-29 15:50:22.792603+00:00,6.797475318054337,62.911727698903164,1.084503845858644,False
2025-08-29 15:50:24.803329+00:00,1.6360017062034795,63.465799627238496,1.0704061180671427,False
2025-08-29 15:50:26.809701+00:00,1.6441527593599672,63.133964948572114,1.072088237405438,False
2025-08-29 15:50:28.818349+00:00,6.59796641640367,63.42997478889643,1.0685165375681982,False
2025-08-29 15:50:30.828576+00:00,1.4313900679335845,63.589532333899626,1.0598995916032627,False
2025-08-29 15:50:32.837531+00:00,1.6154664728961994,63.37681960296016,1.0457305430077766,False
2025-08-29 15:50:34.845413+00:00,6.553137683128797,63.562140270057874,1.0517637561023607,False
2025-08-29 15:50:36.852783+00:00,1.6726183164816697,63.99885606570506,1.0324108403184291,False
2025-08-29 15:50:38.858642+00:00,1.8610425805840487,63.66285750079417,1.0380572739466631,False
2025-08-29 15:50:40.865928+00:00,2.1098450532862776,64.10791028372012,1.0304666520944465,False
2025-08-29 15:50:42.873626+00:00,2.21524284097696,63.87843287038422,1.0154059471508077,False
2025-08-29 15:50:44.880033+00:00,2.3827704081045296,64.09238447115168,1.0080999700070445,False
2025-08-29 15:50:46.890001+00:00,2.4422003066355678,64.13833037498405,1.0123310710124722,False
2025-08-29 15:50:48.895782+00:00,2.397288256667255,64.27893163480508,1.0029439915014526,False
2025-08-29 15:50:50.906073+00:00,2.4919821932344446,64.49710275442233,0.9913809265623383,False
2025-08-29 15:50:52.915475+00:00,2.422523805105501,64.64960379359351,0.9832308629059241,False
2025-08-29 15:50:54.922203+00:00,2.352974496041744,64.72652635140405,0.981965593475632,False
2025-08-29 15:50:56.930103+00:00,2.344879121847013,64.75480531366958,0.9798861787487049,False
2025-08-29 15:50:58.937863+00:00,2.1724388216723627,64.8732177250507,0.9662648240782933,False
2025-08-29 15:51:00.944280+00:00,1.9424120457724028,64.77985779322455,0.9496186700817584,False
2025-08-29 15:51:02.953882+00:00,1.8968430774915133,64.81945969697775,0.9585993716767945,False
2025-08-29 15:51:04.964671+00:00,1.701942361469058,64.8191260581724,0.9367832785369692,False
2025-08-29 15:51:06.974788+00:00,1.556515982138499,65.19038699987917,0.9374503806038618,False
2025-08-29 15:51:08.984655+00:00,1.4689676331861081,65.25798682437807,0.9342674791565211,False
2025-08-29 15:51:10.995714+00:00,1.4973824075191917,65.21892572820231,0.9363198583392454,False
2025-08-29 15:51:13.005389+00:00,1.6140385877955963,65.6266825578221,0.9235484295313057,False
2025-08-29 15:51:15.013202+00:00,1.5217328816441233,65.59652564865425,0.9258066606071068,False
2025-08-29 15:51:17.020285+00:00,1.745130526198956,65.66727419116125,0.9121962046075393,False
2025-08-29 15:51:19.030487+00:00,6.924102047604757,65.45268958382188,0.9059348321976036,False
2025-08-29 15:51:21.039632+00:00,2.0231306098441304,65.62224989897308,0.9094770459838473,False
2025-08-29 15:51:23.045981+00:00,2.2317447593048327,65.66802031257042,0.9096963553684876,False
2025-08-29 15:51:25.052104+00:00,2.2229814875604617,65.76415889243694,0.8970675841652935,False
